wastewater_treatment_plant.name,target,collection_date,wastewater_treatment_plant.ara_id,assay,lod,load,load_median
ARA Sensetal,SARS-N1,2025-06-26,66700,RESPV6,6000,9592263,11398951
ARA Sensetal,SARS-N1,2025-06-27,66700,RESPV6,6000,8128439.5,10023037
ARA Sensetal,SARS-N1,2025-06-28,66700,RESPV6,6000,13205639,10023037
ARA Sensetal,SARS-N1,2025-06-29,66700,RESPV6,6000,26165602,10023037
ARA Sensetal,SARS-N1,2025-06-30,66700,RESPV6,6000,10023037,11614338
ARA Sensetal,SARS-N1,2025-07-01,NA,NA,NA,NA,16436778.5
ARA Sensetal,SARS-N1,2025-07-02,NA,NA,NA,NA,17400734.5
ARA Sensetal,SARS-N1,2025-07-03,NA,NA,NA,NA,12598512.5
ARA Sensetal,SARS-N1,2025-07-04,66700,RESPV6,6000,19667918,15133551
ARA Sensetal,SARS-N1,2025-07-05,66700,RESPV6,6000,15133551,12598512.5
ARA Sensetal,SARS-N1,2025-07-06,66700,RESPV6,6000,10063474,12598512.5
ARA Sensetal,SARS-N1,2025-07-07,NA,NA,NA,NA,12598512.5
ARA Sensetal,SARS-N1,2025-07-08,66700,RESPV6,6000,3515295.5,10278799.5
ARA Sensetal,SARS-N1,2025-07-09,NA,NA,NA,NA,9750917
ARA Sensetal,SARS-N1,2025-07-10,NA,NA,NA,NA,9966242.5
ARA Sensetal,SARS-N1,2025-07-11,66700,RESPV6,6000,10494125,9966242.5
ARA Sensetal,SARS-N1,2025-07-12,66700,RESPV6,6000,9438360,10494125
ARA Sensetal,SARS-N1,2025-07-13,66700,RESPV6,6000,13112971,10494125
ARA Sensetal,SARS-N1,2025-07-14,NA,NA,NA,NA,10494125
ARA Sensetal,SARS-N1,2025-07-15,NA,NA,NA,NA,11275665.5
ARA Sensetal,SARS-N1,2025-07-16,NA,NA,NA,NA,13112971
ARA Sensetal,SARS-N1,2025-07-17,NA,NA,NA,NA,NA
ARA Sensetal,SARS-N1,2025-07-18,NA,NA,NA,NA,NA
ARA Sensetal,SARS-N1,2025-07-19,NA,NA,NA,NA,NA
ARA Sensetal,SARS-N1,2025-07-20,NA,NA,NA,NA,NA
ARA Sensetal,SARS-N1,2025-07-21,NA,NA,NA,NA,NA
ARA Sensetal,SARS-N1,2025-07-22,NA,NA,NA,NA,NA
ARA Sensetal,SARS-N1,2025-07-23,NA,NA,NA,NA,NA
ARA Sensetal,SARS-N1,2025-07-24,NA,NA,NA,NA,NA
ARA Sensetal,SARS-N1,2025-07-25,NA,NA,NA,NA,11142324
ARA Sensetal,SARS-N1,2025-07-26,NA,NA,NA,NA,11142324
ARA Sensetal,SARS-N1,2025-07-27,NA,NA,NA,NA,11142324
ARA Sensetal,SARS-N1,2025-07-28,66700,RESPV6,6000,11142324,11142324
ARA Sensetal,SARS-N1,2025-07-29,NA,NA,NA,NA,21203005
ARA Sensetal,SARS-N1,2025-07-30,NA,NA,NA,NA,31263686
ARA Sensetal,SARS-N1,2025-07-31,NA,NA,NA,NA,24738327
ARA Sensetal,SARS-N1,2025-08-01,66700,RESPV6,6000,31263686,31263686
ARA Sensetal,SARS-N1,2025-08-02,66700,RESPV6,6000,32538830,24738327
ARA Sensetal,SARS-N1,2025-08-03,66700,RESPV6,6000,18212968,24738327
ARA Sensetal,SARS-N1,2025-08-04,NA,NA,NA,NA,24738327
ARA Sensetal,SARS-N1,2025-08-05,66700,RESPV6,6000,8818932,21737483
ARA Sensetal,SARS-N1,2025-08-06,NA,NA,NA,NA,20022922
ARA Sensetal,SARS-N1,2025-08-07,NA,NA,NA,NA,23547437
ARA Sensetal,SARS-N1,2025-08-08,66700,RESPV6,6000,25261998,23547437
ARA Sensetal,SARS-N1,2025-08-09,66700,RESPV6,6000,21832876,25261998
ARA Sensetal,SARS-N1,2025-08-10,66700,RESPV6,6000,29674982,27468490
ARA Sensetal,SARS-N1,2025-08-11,NA,NA,NA,NA,27468490
ARA Sensetal,SARS-N1,2025-08-12,NA,NA,NA,NA,25753929
ARA Sensetal,SARS-N1,2025-08-13,66700,RESPV6,6000,31153278,26006245
ARA Sensetal,SARS-N1,2025-08-14,NA,NA,NA,NA,24209117
ARA Sensetal,SARS-N1,2025-08-15,66700,RESPV6,6000,17804366,24209117
ARA Sensetal,SARS-N1,2025-08-16,66700,RESPV6,6000,22337508,24209117
ARA Sensetal,SARS-N1,2025-08-17,66700,RESPV6,6000,26080726,22337508
ARA Sensetal,SARS-N1,2025-08-18,NA,NA,NA,NA,20070937
ARA Sensetal,SARS-N1,2025-08-19,NA,NA,NA,NA,16946138.5
ARA Sensetal,SARS-N1,2025-08-20,NA,NA,NA,NA,13144771.5
ARA Sensetal,SARS-N1,2025-08-21,66700,RESPV6,6000,11554769,11796426
ARA Sensetal,SARS-N1,2025-08-22,66700,RESPV6,6000,7251338.5,12038083
ARA Sensetal,SARS-N1,2025-08-23,66700,RESPV6,6000,14734774,12038083
ARA Sensetal,SARS-N1,2025-08-24,66700,RESPV6,6000,12038083,12038083
ARA Sensetal,SARS-N1,2025-08-25,66700,RESPV6,6000,19778666,13386428.5
ARA Sensetal,SARS-N1,2025-08-26,NA,NA,NA,NA,17256720
ARA Sensetal,SARS-N1,2025-08-27,NA,NA,NA,NA,21416686
ARA Sensetal,SARS-N1,2025-08-28,NA,NA,NA,NA,29988827
ARA Sensetal,SARS-N1,2025-08-29,66700,RESPV6,6000,23054706,36922948
ARA Sensetal,SARS-N1,2025-08-30,66700,RESPV6,6000,36922948,29988827
ARA Sensetal,SARS-N1,2025-08-31,66700,RESPV6,6000,54260528,29988827
ARA Sensetal,SARS-N1,2025-09-01,NA,NA,NA,NA,29988827
ARA Sensetal,SARS-N1,2025-09-02,66700,RESPV6,6000,18700362,38565932
ARA Sensetal,SARS-N1,2025-09-03,NA,NA,NA,NA,39591694
ARA Sensetal,SARS-N1,2025-09-04,NA,NA,NA,NA,39591694
ARA Sensetal,SARS-N1,2025-09-05,66700,RESPV6,6000,40208916,39591694
ARA Sensetal,SARS-N1,2025-09-06,66700,RESPV6,6000,38974472,40208916
ARA Sensetal,SARS-N1,2025-09-07,66700,RESPV6,6000,57874532,46127608
ARA Sensetal,SARS-N1,2025-09-08,NA,NA,NA,NA,46127608
ARA Sensetal,SARS-N1,2025-09-09,NA,NA,NA,NA,54960416
ARA Sensetal,SARS-N1,2025-09-10,66700,RESPV6,6000,52046300,58277996
ARA Sensetal,SARS-N1,2025-09-11,NA,NA,NA,NA,55363880
ARA Sensetal,SARS-N1,2025-09-12,66700,RESPV6,6000,58681460,55363880
ARA Sensetal,SARS-N1,2025-09-13,66700,RESPV6,6000,78486600,55363880
ARA Sensetal,SARS-N1,2025-09-14,66700,RESPV6,6000,41918316,58681460
ARA Sensetal,SARS-N1,2025-09-15,NA,NA,NA,NA,50299888
ARA Sensetal,SARS-N1,2025-09-16,NA,NA,NA,NA,50881908
ARA Sensetal,SARS-N1,2025-09-17,NA,NA,NA,NA,39234446
ARA Sensetal,SARS-N1,2025-09-18,66700,RESPV6,6000,27555628,48198038
ARA Sensetal,SARS-N1,2025-09-19,66700,RESPV6,6000,59845500,36550576
ARA Sensetal,SARS-N1,2025-09-20,66700,RESPV6,6000,36550576,36550576
ARA Sensetal,SARS-N1,2025-09-21,66700,RESPV6,6000,60914700,36550576
ARA Sensetal,SARS-N1,2025-09-22,66700,RESPV6,6000,20543560,48198038
ARA Sensetal,SARS-N1,2025-09-23,NA,NA,NA,NA,43562024
ARA Sensetal,SARS-N1,2025-09-24,NA,NA,NA,NA,44889238
ARA Sensetal,SARS-N1,2025-09-25,NA,NA,NA,NA,44889238
ARA Sensetal,SARS-N1,2025-09-26,66700,RESPV6,6000,50573472,50573472
ARA Sensetal,SARS-N1,2025-09-27,66700,RESPV6,6000,39205004,48827092
ARA Sensetal,SARS-N1,2025-09-28,66700,RESPV6,6000,67274120,48827092
ARA Sensetal,SARS-N1,2025-09-29,NA,NA,NA,NA,48827092
ARA Sensetal,SARS-N1,2025-09-30,66700,RESPV6,6000,47080712,56626056
ARA Sensetal,SARS-N1,2025-10-01,NA,NA,NA,NA,66722760
ARA Sensetal,SARS-N1,2025-10-02,NA,NA,NA,NA,56626056
ARA Sensetal,SARS-N1,2025-10-03,66700,RESPV6,6000,66171400,56626056
ARA Sensetal,SARS-N1,2025-10-04,66700,RESPV6,6000,81035790,66171400
ARA Sensetal,SARS-N1,2025-10-05,66700,RESPV6,6000,42056040,59196234
ARA Sensetal,SARS-N1,2025-10-06,NA,NA,NA,NA,59196234
ARA Sensetal,SARS-N1,2025-10-07,NA,NA,NA,NA,47138554
ARA Sensetal,SARS-N1,2025-10-08,66700,RESPV6,6000,52221068,47138554
ARA Sensetal,SARS-N1,2025-10-09,NA,NA,NA,NA,46828500
ARA Sensetal,SARS-N1,2025-10-10,66700,RESPV6,6000,41435932,46828500
ARA Sensetal,SARS-N1,2025-10-11,66700,RESPV6,6000,56896848,46828500
ARA Sensetal,SARS-N1,2025-10-12,66700,RESPV6,6000,38582544,41435932
ARA Sensetal,SARS-N1,2025-10-13,NA,NA,NA,NA,48239256
ARA Sensetal,SARS-N1,2025-10-14,NA,NA,NA,NA,55969714
ARA Sensetal,SARS-N1,2025-10-15,NA,NA,NA,NA,59597798
ARA Sensetal,SARS-N1,2025-10-16,66700,RESPV6,6000,55042580,72161428
ARA Sensetal,SARS-N1,2025-10-17,66700,RESPV6,6000,64153016,64153016
ARA Sensetal,SARS-N1,2025-10-18,66700,RESPV6,6000,80169840,64153016
ARA Sensetal,SARS-N1,2025-10-19,66700,RESPV6,6000,96629160,64153016
ARA Sensetal,SARS-N1,2025-10-20,66700,RESPV6,6000,41473572,72161428
ARA Sensetal,SARS-N1,2025-10-21,NA,NA,NA,NA,72283160
ARA Sensetal,SARS-N1,2025-10-22,NA,NA,NA,NA,64396480
ARA Sensetal,SARS-N1,2025-10-23,NA,NA,NA,NA,52935026
ARA Sensetal,SARS-N1,2025-10-24,66700,RESPV6,6000,64396480,64396480
ARA Sensetal,SARS-N1,2025-10-25,NA,NA,NA,NA,48161382
ARA Sensetal,SARS-N1,2025-10-26,NA,NA,NA,NA,48161382
ARA Sensetal,SARS-N1,2025-10-27,NA,NA,NA,NA,48161382
ARA Sensetal,SARS-N1,2025-10-28,66700,RESPV6,6000,31926284,34216166
ARA Sensetal,SARS-N1,2025-10-29,NA,NA,NA,NA,36506048
ARA Sensetal,SARS-N1,2025-10-30,NA,NA,NA,NA,34216166
ARA Sensetal,SARS-N1,2025-10-31,66700,RESPV6,6000,36506048,34216166
ARA Sensetal,SARS-N1,2025-11-01,66700,RESPV6,6000,76911640,36506048
ARA Sensetal,SARS-N1,2025-11-02,66700,RESPV6,6000,15413924,46470812
ARA Sensetal,SARS-N1,2025-11-03,NA,NA,NA,NA,46470812
ARA Sensetal,SARS-N1,2025-11-04,NA,NA,NA,NA,50736450
ARA Sensetal,SARS-N1,2025-11-05,66700,RESPV6,6000,56435576,38357525
ARA Sensetal,SARS-N1,2025-11-06,NA,NA,NA,NA,50736450
ARA Sensetal,SARS-N1,2025-11-07,66700,RESPV6,6000,45037324,50736450
ARA Sensetal,SARS-N1,2025-11-08,66700,RESPV6,6000,31677726,50736450
ARA Sensetal,SARS-N1,2025-11-09,66700,RESPV6,6000,65909292,45037324
ARA Sensetal,SARS-N1,2025-11-10,NA,NA,NA,NA,40377946
ARA Sensetal,SARS-N1,2025-11-11,NA,NA,NA,NA,33698147
ARA Sensetal,SARS-N1,2025-11-12,NA,NA,NA,NA,37161612
ARA Sensetal,SARS-N1,2025-11-13,66700,RESPV6,6000,35718568,37161612
ARA Sensetal,SARS-N1,2025-11-14,66700,RESPV6,6000,14396478,35718568
ARA Sensetal,SARS-N1,2025-11-15,66700,RESPV6,6000,38604656,35718568
ARA Sensetal,SARS-N1,2025-11-16,66700,RESPV6,6000,41846460,35718568
ARA Sensetal,SARS-N1,2025-11-17,66700,RESPV6,6000,15659729,27132192.5
ARA Sensetal,SARS-N1,2025-11-18,NA,NA,NA,NA,32676957
ARA Sensetal,SARS-N1,2025-11-19,NA,NA,NA,NA,34297859
ARA Sensetal,SARS-N1,2025-11-20,NA,NA,NA,NA,37767675
ARA Sensetal,SARS-N1,2025-11-21,66700,RESPV6,6000,26749258,48786092
ARA Sensetal,SARS-N1,2025-11-22,66700,RESPV6,6000,48786092,37767675
ARA Sensetal,SARS-N1,2025-11-23,66700,RESPV6,6000,126462624,37767675
ARA Sensetal,SARS-N1,2025-11-24,NA,NA,NA,NA,37767675
ARA Sensetal,SARS-N1,2025-11-25,66700,RESPV6,6000,18758584,37399606
ARA Sensetal,SARS-N1,2025-11-26,NA,NA,NA,NA,30946056
ARA Sensetal,SARS-N1,2025-11-27,NA,NA,NA,NA,30946056
ARA Sensetal,SARS-N1,2025-11-28,66700,RESPV6,6000,26013120,30946056
ARA Sensetal,SARS-N1,2025-11-29,66700,RESPV6,6000,35878992,35878992
ARA Sensetal,SARS-N1,2025-11-30,66700,RESPV6,6000,49088956,37507846
ARA Sensetal,SARS-N1,2025-12-01,NA,NA,NA,NA,37507846
ARA Sensetal,SARS-N1,2025-12-02,NA,NA,NA,NA,37507846
ARA Sensetal,SARS-N1,2025-12-03,66700,RESPV6,6000,39136700,40250090
ARA Sensetal,SARS-N1,2025-12-04,NA,NA,NA,NA,40250090
ARA Sensetal,SARS-N1,2025-12-05,66700,RESPV6,6000,17856974,40250090
ARA Sensetal,SARS-N1,2025-12-06,66700,RESPV6,6000,41363480,40250090
ARA Sensetal,SARS-N1,2025-12-07,66700,RESPV6,6000,73999040,41363480
ARA Sensetal,SARS-N1,2025-12-08,NA,NA,NA,NA,33887488
ARA Sensetal,SARS-N1,2025-12-09,NA,NA,NA,NA,34134241
ARA Sensetal,SARS-N1,2025-12-10,NA,NA,NA,NA,50452021
ARA Sensetal,SARS-N1,2025-12-11,66700,RESPV6,6000,26411496,47373289
ARA Sensetal,SARS-N1,2025-12-12,66700,RESPV6,6000,26905002,47373289
ARA Sensetal,SARS-N1,2025-12-13,66700,RESPV6,6000,151449680,47373289
ARA Sensetal,SARS-N1,2025-12-14,66700,RESPV6,6000,67841576,47373289
ARA Sensetal,SARS-N1,2025-12-15,NA,NA,NA,NA,67841576
ARA Sensetal,SARS-N1,2025-12-16,NA,NA,NA,NA,109645628
ARA Sensetal,SARS-N1,2025-12-17,NA,NA,NA,NA,67841576
ARA Sensetal,SARS-N1,2025-12-18,NA,NA,NA,NA,NA
ARA Sensetal,SARS-N1,2025-12-19,NA,NA,NA,NA,NA
ARA Sensetal,SARS-N1,2025-12-20,NA,NA,NA,NA,28004596
ARA Sensetal,SARS-N1,2025-12-21,NA,NA,NA,NA,28004596
ARA Sensetal,SARS-N1,2025-12-22,NA,NA,NA,NA,28004596
ARA Sensetal,SARS-N1,2025-12-23,66700,RESPV6,6000,28004596,26952594
ARA Sensetal,SARS-N1,2025-12-24,NA,NA,NA,NA,28004596
ARA Sensetal,SARS-N1,2025-12-25,NA,NA,NA,NA,30246342
ARA Sensetal,SARS-N1,2025-12-26,66700,RESPV6,6000,25900592,30246342
ARA Sensetal,SARS-N1,2025-12-27,66700,RESPV6,6000,59831108,32488088
ARA Sensetal,SARS-N1,2025-12-28,66700,RESPV6,6000,32488088,32942465
ARA Sensetal,SARS-N1,2025-12-29,NA,NA,NA,NA,32942465
ARA Sensetal,SARS-N1,2025-12-30,NA,NA,NA,NA,33396842
ARA Sensetal,SARS-N1,2025-12-31,66700,RESPV6,6000,33396842,32942465
ARA Sensetal,SARS-N2,2024-01-01,66700,RESPV6,6000,106863816,88348083
ARA Sensetal,SARS-N2,2024-01-02,NA,NA,NA,NA,94765416
ARA Sensetal,SARS-N2,2024-01-03,66700,RESPV6,6000,69832350,91141476
ARA Sensetal,SARS-N2,2024-01-04,NA,NA,NA,NA,87517536
ARA Sensetal,SARS-N2,2024-01-05,66700,RESPV6,6000,94765416,87517536
ARA Sensetal,SARS-N2,2024-01-06,66700,RESPV6,6000,87517536,80474500
ARA Sensetal,SARS-N2,2024-01-07,66700,RESPV6,6000,73431464,87517536
ARA Sensetal,SARS-N2,2024-01-08,66700,RESPV6,6000,114258810,80474500
ARA Sensetal,SARS-N2,2024-01-09,66700,RESPV6,6000,53158448,73431464
ARA Sensetal,SARS-N2,2024-01-10,NA,NA,NA,NA,73431464
ARA Sensetal,SARS-N2,2024-01-11,66700,RESPV6,6000,26757596,76850216
ARA Sensetal,SARS-N2,2024-01-12,NA,NA,NA,NA,76850216
ARA Sensetal,SARS-N2,2024-01-13,66700,RESPV6,6000,89396576,78186383
ARA Sensetal,SARS-N2,2024-01-14,66700,RESPV6,6000,76850216,76850216
ARA Sensetal,SARS-N2,2024-01-15,66700,RESPV6,6000,79522550,78186383
ARA Sensetal,SARS-N2,2024-01-16,NA,NA,NA,NA,76850216
ARA Sensetal,SARS-N2,2024-01-17,66700,RESPV6,6000,7431059,29169118
ARA Sensetal,SARS-N2,2024-01-18,NA,NA,NA,NA,25450132
ARA Sensetal,SARS-N2,2024-01-19,66700,RESPV6,6000,29169118,25228170
ARA Sensetal,SARS-N2,2024-01-20,66700,RESPV6,6000,25228170,24583274
ARA Sensetal,SARS-N2,2024-01-21,66700,RESPV6,6000,25450132,25228170
ARA Sensetal,SARS-N2,2024-01-22,66700,RESPV6,6000,23938378,24583274
ARA Sensetal,SARS-N2,2024-01-23,66700,RESPV6,6000,17539366,23938378
ARA Sensetal,SARS-N2,2024-01-24,NA,NA,NA,NA,17539366
ARA Sensetal,SARS-N2,2024-01-25,66700,RESPV6,6000,15038271,17539366
ARA Sensetal,SARS-N2,2024-01-26,NA,NA,NA,NA,17533094
ARA Sensetal,SARS-N2,2024-01-27,66700,RESPV6,6000,15353345,16443219.5
ARA Sensetal,SARS-N2,2024-01-28,66700,RESPV6,6000,18346250,15353345
ARA Sensetal,SARS-N2,2024-01-29,66700,RESPV6,6000,17533094,16443219.5
ARA Sensetal,SARS-N2,2024-01-30,NA,NA,NA,NA,15353345
ARA Sensetal,SARS-N2,2024-01-31,66700,RESPV6,6000,6833709,8182335.5
ARA Sensetal,SARS-N2,2024-02-01,NA,NA,NA,NA,8182335.5
ARA Sensetal,SARS-N2,2024-02-02,66700,RESPV6,6000,2045890.2,8182335.5
ARA Sensetal,SARS-N2,2024-02-03,66700,RESPV6,6000,8182335.5,7508022.25
ARA Sensetal,SARS-N2,2024-02-04,66700,RESPV6,6000,21636608,8182335.5
ARA Sensetal,SARS-N2,2024-02-05,66700,RESPV6,6000,9479770,8311575.75
ARA Sensetal,SARS-N2,2024-02-06,66700,RESPV6,6000,812191.5,8440816
ARA Sensetal,SARS-N2,2024-02-07,NA,NA,NA,NA,9479770
ARA Sensetal,SARS-N2,2024-02-08,66700,RESPV6,6000,8440816,9479770
ARA Sensetal,SARS-N2,2024-02-09,NA,NA,NA,NA,25876546
ARA Sensetal,SARS-N2,2024-02-10,66700,RESPV6,6000,72185970,29093607
ARA Sensetal,SARS-N2,2024-02-11,66700,RESPV6,6000,32310668,25876546
ARA Sensetal,SARS-N2,2024-02-12,66700,RESPV6,6000,25876546,29093607
ARA Sensetal,SARS-N2,2024-02-13,NA,NA,NA,NA,25876546
ARA Sensetal,SARS-N2,2024-02-14,66700,RESPV6,6000,1409314,19662216
ARA Sensetal,SARS-N2,2024-02-15,NA,NA,NA,NA,19662216
ARA Sensetal,SARS-N2,2024-02-16,66700,RESPV6,6000,5404140.5,12581726
ARA Sensetal,SARS-N2,2024-02-17,66700,RESPV6,6000,19662216,10918081.5
ARA Sensetal,SARS-N2,2024-02-18,66700,RESPV6,6000,49729768,12581726
ARA Sensetal,SARS-N2,2024-02-19,66700,RESPV6,6000,12581726,10918081.5
ARA Sensetal,SARS-N2,2024-02-20,66700,RESPV6,6000,9254437,12581726
ARA Sensetal,SARS-N2,2024-02-21,NA,NA,NA,NA,12581726
ARA Sensetal,SARS-N2,2024-02-22,66700,RESPV6,6000,0,9254437
ARA Sensetal,SARS-N2,2024-02-23,NA,NA,NA,NA,7294676
ARA Sensetal,SARS-N2,2024-02-24,66700,RESPV6,6000,21207748,5922407.75
ARA Sensetal,SARS-N2,2024-02-25,66700,RESPV6,6000,7294676,6968542
ARA Sensetal,SARS-N2,2024-02-26,66700,RESPV6,6000,4550139.5,7131609
ARA Sensetal,SARS-N2,2024-02-27,NA,NA,NA,NA,6968542
ARA Sensetal,SARS-N2,2024-02-28,66700,RESPV6,6000,6968542,4550139.5
ARA Sensetal,SARS-N2,2024-02-29,NA,NA,NA,NA,4550139.5
ARA Sensetal,SARS-N2,2024-03-01,66700,RESPV6,6000,3899832.8,3899832.8
ARA Sensetal,SARS-N2,2024-03-02,66700,RESPV6,6000,2850178.8,3560275.5
ARA Sensetal,SARS-N2,2024-03-03,66700,RESPV6,6000,6914287,3220718.2
ARA Sensetal,SARS-N2,2024-03-04,66700,RESPV6,6000,3220718.2,3035448.5
ARA Sensetal,SARS-N2,2024-03-05,66700,RESPV6,6000,1526391.8,2850178.8
ARA Sensetal,SARS-N2,2024-03-06,NA,NA,NA,NA,1942857.8
ARA Sensetal,SARS-N2,2024-03-07,66700,RESPV6,6000,838280.4,1733360.6
ARA Sensetal,SARS-N2,2024-03-08,NA,NA,NA,NA,1733360.6
ARA Sensetal,SARS-N2,2024-03-09,66700,RESPV6,6000,1942857.8,1838109.2000000002
ARA Sensetal,SARS-N2,2024-03-10,66700,RESPV6,6000,1733360.6,1733360.6
ARA Sensetal,SARS-N2,2024-03-11,66700,RESPV6,6000,3163475.8,1838109.2000000002
ARA Sensetal,SARS-N2,2024-03-12,NA,NA,NA,NA,1733360.6
ARA Sensetal,SARS-N2,2024-03-13,66700,RESPV6,6000,1719934.4,1733360.6
ARA Sensetal,SARS-N2,2024-03-14,NA,NA,NA,NA,2734846.5
ARA Sensetal,SARS-N2,2024-03-15,66700,RESPV6,6000,1146480.9,2734846.5
ARA Sensetal,SARS-N2,2024-03-16,66700,RESPV6,6000,2799208,2227390.45
ARA Sensetal,SARS-N2,2024-03-17,66700,RESPV6,6000,2734846.5,2734846.5
ARA Sensetal,SARS-N2,2024-03-18,66700,RESPV6,6000,4633931.5,1940663.7
ARA Sensetal,SARS-N2,2024-03-19,66700,RESPV6,6000,0,2734846.5
ARA Sensetal,SARS-N2,2024-03-20,NA,NA,NA,NA,2734846.5
ARA Sensetal,SARS-N2,2024-03-21,66700,RESPV6,6000,0,2591496.8
ARA Sensetal,SARS-N2,2024-03-22,NA,NA,NA,NA,2591496.8
ARA Sensetal,SARS-N2,2024-03-23,66700,RESPV6,6000,4050554.2,2652940.15
ARA Sensetal,SARS-N2,2024-03-24,66700,RESPV6,6000,2591496.8,2591496.8
ARA Sensetal,SARS-N2,2024-03-25,66700,RESPV6,6000,2714383.5,2652940.15
ARA Sensetal,SARS-N2,2024-03-26,NA,NA,NA,NA,2714383.5
ARA Sensetal,SARS-N2,2024-03-27,66700,RESPV6,6000,2254199.8,2714383.5
ARA Sensetal,SARS-N2,2024-03-28,NA,NA,NA,NA,2714383.5
ARA Sensetal,SARS-N2,2024-03-29,66700,RESPV6,6000,6639396.5,5575894.5
ARA Sensetal,SARS-N2,2024-03-30,66700,RESPV6,6000,5575894.5,3915047.15
ARA Sensetal,SARS-N2,2024-03-31,66700,RESPV6,6000,1984612.6,5575894.5
ARA Sensetal,SARS-N2,2024-04-01,66700,RESPV6,6000,8671348,4171920.85
ARA Sensetal,SARS-N2,2024-04-02,66700,RESPV6,6000,668468.3,2767947.2
ARA Sensetal,SARS-N2,2024-04-03,NA,NA,NA,NA,2767947.2
ARA Sensetal,SARS-N2,2024-04-04,66700,RESPV6,6000,2767947.2,4247910
ARA Sensetal,SARS-N2,2024-04-05,NA,NA,NA,NA,4247910
ARA Sensetal,SARS-N2,2024-04-06,66700,RESPV6,6000,7076230,4422580
ARA Sensetal,SARS-N2,2024-04-07,66700,RESPV6,6000,4247910,4247910
ARA Sensetal,SARS-N2,2024-04-08,66700,RESPV6,6000,4597250,4422580
ARA Sensetal,SARS-N2,2024-04-09,NA,NA,NA,NA,4247910
ARA Sensetal,SARS-N2,2024-04-10,66700,RESPV6,6000,2110317.5,4247910
ARA Sensetal,SARS-N2,2024-04-11,NA,NA,NA,NA,4227431.5
ARA Sensetal,SARS-N2,2024-04-12,66700,RESPV6,6000,4227431.5,4227431.5
ARA Sensetal,SARS-N2,2024-04-13,66700,RESPV6,6000,5773825,4034757.65
ARA Sensetal,SARS-N2,2024-04-14,66700,RESPV6,6000,3842083.8,4227431.5
ARA Sensetal,SARS-N2,2024-04-15,66700,RESPV6,6000,10055127,5000628.25
ARA Sensetal,SARS-N2,2024-04-16,66700,RESPV6,6000,2553535,5773825
ARA Sensetal,SARS-N2,2024-04-17,NA,NA,NA,NA,6609233.5
ARA Sensetal,SARS-N2,2024-04-18,66700,RESPV6,6000,6609233.5,10055127
ARA Sensetal,SARS-N2,2024-04-19,NA,NA,NA,NA,10697590
ARA Sensetal,SARS-N2,2024-04-20,66700,RESPV6,6000,24076148,17386869
ARA Sensetal,SARS-N2,2024-04-21,66700,RESPV6,6000,24493326,10697590
ARA Sensetal,SARS-N2,2024-04-22,66700,RESPV6,6000,10697590,17386869
ARA Sensetal,SARS-N2,2024-04-23,NA,NA,NA,NA,10697590
ARA Sensetal,SARS-N2,2024-04-24,66700,RESPV6,6000,3003437.8,4729550
ARA Sensetal,SARS-N2,2024-04-25,NA,NA,NA,NA,4729550
ARA Sensetal,SARS-N2,2024-04-26,66700,RESPV6,6000,2261201.8,4729550
ARA Sensetal,SARS-N2,2024-04-27,66700,RESPV6,6000,4729550,3866493.9
ARA Sensetal,SARS-N2,2024-04-28,66700,RESPV6,6000,4923618.5,4729550
ARA Sensetal,SARS-N2,2024-04-29,66700,RESPV6,6000,8092452,4826584.25
ARA Sensetal,SARS-N2,2024-04-30,66700,RESPV6,6000,665957.94,4923618.5
ARA Sensetal,SARS-N2,2024-05-01,NA,NA,NA,NA,8010734
ARA Sensetal,SARS-N2,2024-05-02,66700,RESPV6,6000,8010734,8092452
ARA Sensetal,SARS-N2,2024-05-03,NA,NA,NA,NA,9208775
ARA Sensetal,SARS-N2,2024-05-04,66700,RESPV6,6000,10496318,9852546.5
ARA Sensetal,SARS-N2,2024-05-05,66700,RESPV6,6000,16759075,9208775
ARA Sensetal,SARS-N2,2024-05-06,66700,RESPV6,6000,9208775,9852546.5
ARA Sensetal,SARS-N2,2024-05-07,NA,NA,NA,NA,9208775
ARA Sensetal,SARS-N2,2024-05-08,66700,RESPV6,6000,9093031,9208775
ARA Sensetal,SARS-N2,2024-05-09,NA,NA,NA,NA,9208775
ARA Sensetal,SARS-N2,2024-05-10,66700,RESPV6,6000,7136189,15410914
ARA Sensetal,SARS-N2,2024-05-11,66700,RESPV6,6000,15410914,12251972.5
ARA Sensetal,SARS-N2,2024-05-12,66700,RESPV6,6000,16406485,15410914
ARA Sensetal,SARS-N2,2024-05-13,66700,RESPV6,6000,18078710,11273551.5
ARA Sensetal,SARS-N2,2024-05-14,66700,RESPV6,6000,3247770,15410914
ARA Sensetal,SARS-N2,2024-05-15,NA,NA,NA,NA,9443281
ARA Sensetal,SARS-N2,2024-05-16,66700,RESPV6,6000,2475655.5,9443281
ARA Sensetal,SARS-N2,2024-05-17,NA,NA,NA,NA,9443281
ARA Sensetal,SARS-N2,2024-05-18,66700,RESPV6,6000,9443281,15698474.5
ARA Sensetal,SARS-N2,2024-05-19,66700,RESPV6,6000,21953668,9443281
ARA Sensetal,SARS-N2,2024-05-20,66700,RESPV6,6000,30342370,15698474.5
ARA Sensetal,SARS-N2,2024-05-21,NA,NA,NA,NA,15698474.5
